Stop_Name,Location_Easting,Location_Northing
GROSVENOR ROAD,516015,180276
CHAUCER ROAD / EFFRA PARADE,531395,174614
ACTON PARK,520818,180052
ACTON PARK,520788,180037
ACTON CENTRAL STATION #,520658,180055
MOSSENDEW CLOSE,505621,190658
ACTON CENTRAL STATION #,520576,180044
WICKHAM CLOSE,505517,190593
ACTON OLD TOWN HALL,520353,180069
ACTON OLD TOWN HALL,520238,180061
TWYFORD AVENUE,519359,180257
CANONS CORNER,518168,192779
HACKNEY CENTRAL STATION #,534837,185010
TWYFORD AVENUE,519322,180247
BIRCH GROVE,519157,180315
BIRCH GROVE,519068,180351
HANGER LANE,518533,180601
WORMHOLT ROAD,522138,180094
LONGFIELD AVENUE,517458,180662
OLD BEXLEY LANE,550657,172850
HACKNEY TOWN HALL,534939,184722
ST LEONARDS ROAD,517198,180589
DANE ROAD,516995,180514
BROUGHTON ROAD,516918,180507
NORTHFIELD AVENUE,516783,180458
DEAN GARDENS / BEDFORD ROAD,516596,180420
DEAN GARDENS / BEDFORD ROAD,516608,180408
HACKNEY TOWN HALL,534956,184722
WEST EALING BROADWAY,516274,180312
METCALF ROAD / THE ASH TREE,507576,171221
GROSVENOR ROAD,516055,180293
WEST EALING BROADWAY,516360,180353
WOOD GREEN STATION <>,531068,190242
CHURCH ROAD,515742,180196
GRAHAM ROAD / HACKNEY CENTRAL #,534837,184861
HALF ACRE ROAD,515221,180121
EALING HOSPITAL / WHARNCLIFFE DRIVE,514783,180195
EALING HOSPITAL,514785,180161
ST BERNARD'S GATEHOUSE / WINDMILL PARK,514637,180200
SLADES HILL,531660,196833
LYNDHURST AVENUE,513791,180341
LYNDHURST AVENUE,513830,180304
ST HELIER STATION #,525483,167192
SOUTHALL PARK,513248,180395
SOUTHALL PARK,513295,180382
SOUTHALL POLICE STATION,513007,180368
NORTHCOTE AVENUE,512470,180431
ABBOTTS ROAD,512341,180461
VICTORIA BUS STATION # <>,528940,179079
TRINITY ROAD,512052,180544
TRINITY ROAD,512065,180527
HAYES BRIDGE,511813,180581
HAYES BRIDGE,511753,180605
DELAMERE ROAD,511610,180625
ST MARY'S ROAD,550307,173127
BROOKSIDE ROAD,511478,180743
SPRINGFIELD ROAD,511299,180802
PUTNEY BRIDGE STATION <> / GONVILLE STREET,524336,175873
HAYES BY-PASS,511194,180882
HAYES BY-PASS,511108,180823
THE GRAPES,510803,181069
UXBRIDGE COUNTY COURT,509707,181567
UXBRIDGE COUNTY COURT,509659,181569
ROSEDALE PARK,509414,181685
HILLCREST ROAD,546067,165687
PARK ROAD,509234,181729
PARK ROAD,509222,181711
HOLLOWAY / NAGS HEAD,530402,185940
HAYES END,508976,181804
HAYES END,508889,181811
HAYES POLICE STATION,508731,181880
MORGANS LANE,508583,181890
HIGH STREET / WORLDS END LANE,545586,163351
HEWENS ROAD,508380,182041
WEST DRAYTON ROAD,508336,182039
HEATH ROAD,508104,182189
NEW ROAD,508113,182156
ELMERS END GREEN,536221,168506
ELMERS END GREEN,536221,168429
LEES ROAD,507841,182367
LEES ROAD,507772,182387
HILLINGDON PRIMARY SCHOOL,507566,182589
BOW CHURCH,537615,182955
HILLINGDON PRIMARY SCHOOL,507568,182552
LONG LANE,507304,182727
HOLLOWAY / NAGS HEAD,530578,185863
ST JOHN'S CHURCH,506725,182910
ASHFORD ROAD,507875,170612
ENFIELD TOWN STATION #,533035,196600
KINGSTON STATION #,518284,169458
THE GREENWAY,506128,183166
JAMES WATT WAY,551513,177773
THE GREENWAY,506159,183072
PIMLICO STATION <>,529698,178332
SEVEN SISTERS ROAD / NAGS HEAD,530543,186087
MANOR WAYE,506058,183515
MANOR WAYE,506010,183463
ST ANDREW'S CHURCH,506017,183775
ERITH TOWN CENTRE / RIVERSIDE,551454,178010
TUFNELL PARK STATION <>,529180,185800
BRENTFORD FOUNTAIN LEISURE CENTRE,519206,178270
BRENTFORD FOUNTAIN LEISURE CENTRE,519190,178229
SHOOTERS HILL ROAD / WELL HALL ROAD,542742,176700
CAMBRIDGE ROUNDABOUT / NORTH SIDE,532602,192675
CAMBRIDGE ROUNDABOUT / SOUTH SIDE,532545,192443
TRINITY AVE / BUSH HILL PARK STATION #,534156,195322
SOUTHBURY ROAD,534314,196212
BERRYLANDS ROAD,518555,167404
CAMBRIDGE GARDENS,534340,197360
FETTER LANE,531331,181176
CHANCERY LANE,531214,181130
ST BERNARD'S GATEHOUSE / WINDMILL PARK,514619,180172
KINGSLAND HIGH STREET / DALSTON JCT #,533524,184866
ALTON ROAD,531074,164982
HALL ROAD,526570,182947
ABBEY ROAD STUDIOS / GROVE END ROAD,526487,183077
MARLBOROUGH PLACE,526347,183280
MARLBOROUGH PLACE,526278,183353
BOUNDARY ROAD,526028,183637
CRICKLEWOOD LANE,523749,185786
CRANFORD LIBRARY / THE PARKWAY,510755,176688
DALSTON JUNCTION STATION #,533538,184841
THE PARKWAY,510841,176676
QUEEN'S GATE TERRACE,526177,179255
QUEEN'S GATE TERRACE,526165,179265
EDGWARE STATION <>,519475,192068
BARNET WAY / APEX CORNER,521035,192799
APEX CORNER,520988,192795
AMEN CORNER,527998,170875
AMEN CORNER,527897,171009
SUTTON / MARSHALL'S ROAD,525825,164742
VICTORIA BUS STATION <> #,528940,179084
DALSTON JUNCTION #,533605,184788
CUBA STREET,537115,179887
BYNG STREET,537105,179783
LEYTONSTONE HIGH ROAD STATION #,539408,186891
WILLESDEN BUS GARAGE,522282,184734
WILLESDEN BUS GARAGE,522258,184767
HARLESDEN POLICE STATION,521159,183924
CHATSWORTH ROAD,535466,186540
CHATSWORTH ROAD,535380,186492
ARGALL WAY,536307,187144
ARGALL WAY,536170,187062
NIGHTINGALE ROAD,522015,183184
WILLESDEN JUNCTION STATION # <>,522162,183022
EALING BROADWAY CENTRE,517739,180613
ST ANDREW'S CHURCH,505993,183767
CROFTON LANE / CROFTON ROAD,544565,165946
VICTORIA GATE,527001,180836
VICTORIA GATE,527009,180821
PORCHESTER TERRACE,526112,180616
ORME SQUARE,525755,180582
PALACE COURT,525629,180551
CAMDEN TOWN STATION <>,528997,183959
NORLAND SQUARE,524251,180045
ELMS ROAD / WINDMILL ON THE COMMON,529076,174762
ELMS ROAD / WINDMILL ON THE COMMON,529058,174701
BISHOPS BRIDGE ROAD / LITTLE VENICE,526420,181735
CAMDEN TOWN STATION <>,528932,183805
BISHOPS BRIDGE ROAD / LITTLE VENICE,526480,181664
SUTHERLAND AVENUE,525362,181973
WESTMINSTER REGISTRATION OFFICE,525055,182068
PORTNALL ROAD,524666,182284
ASHMORE ROAD,524741,182204
FIFTH AVENUE / QUEEN'S PARK LIBRARY,524169,182405
FIFTH AVENUE,524070,182431
BERENS ROAD,523547,182636
KENSAL GREEN CEMETERY,523750,182562
KENSAL GREEN STATION <> #,523326,182709
ST MARY'S CEMETERY,522947,182790
ST MARY'S CEMETERY,523065,182732
WYLD WAY,519689,184560
TRING AVENUE,519253,184858
TRING AVENUE,519210,184883
WAVERLEY AVENUE,518991,185148
WAVERLEY AVENUE,519012,185143
EALING ROAD,517910,185072
EALING ROAD,517858,185069
DORSET ROAD,525851,169075
CARTERHATCH LANE,535177,197401
KINGSTON ROAD,504004,171776
ATHENAEUM ROAD,526385,194068
BALGORES LANE,552567,189833
LAMBETH ROAD / KENNINGTON ROAD,531134,179165
GREEN LANE,543569,173600
QUEENSWOOD GARDENS,540491,186950
VICTORIA BUS STATION <> #,528953,179092
CAMDEN ROAD STATION #,529160,184136
WINDSOR ROAD,540409,186870
HAMMERSMITH BROADWAY,523438,178386
HAMMERSMITH BROADWAY,523442,178277
NORTHWOOD STATION <>,509248,191432
WESTERDALE ROAD,540284,178159
MONKS ORCHARD ROAD,537272,166052
LINKS VIEW ROAD,537162,165514
WINDSOR ROAD,540424,186902
SHIRLEY YOUTH AND COMMUNITY CENTRE,537129,165203
WEST WICKHAM AND SHIRLEY BAPTIST CHURCH,537341,166085
DALMORE AVENUE,515536,163638
THE LATCHMERE,527603,176425
YEADING / WHITE HART,511817,183274
NORTHOLT HIGH SCHOOL,512823,184873
NORTHOLT HIGH SCHOOL,512888,184834
SANDOWN WAY,512646,185082
SANDOWN WAY,512666,185072
SOMERVELL ROAD,512471,185438
SOMERVELL ROAD,512507,185382
EASTCOTE LANE,512379,185670
EASTCOTE LANE,512403,185651
COOMBE GIRLS SCHOOL,520841,169272
OAK ROAD,520536,169218
OAK ROAD,520578,169234
THE TRIANGLE,520204,169168
GROVE ROAD,547130,188584
VICTORIA ROAD,529315,190736
VICTORIA ROAD,529267,190673
HARROW MANORWAY / YARNTON WAY,547347,179498
OVERTON ROAD,547356,179297
HARROW MANORWAY / LENSBURY WAY,547341,179416
QUEENSWOOD GARDENS,540511,186951
BASSANT ROAD,545476,177594
KINGSDALE ROAD,545493,177460
KINGSDALE ROAD,545471,177520
BASSANT ROAD,545442,177659
NEWQUAY ROAD,537822,172706
GLOUCESTER ROAD,519671,169539
GLOUCESTER ROAD,519684,169496
OXFORD CIRCUS STATION <> / MARGARET STREET,529009,181312
NEW CAVENDISH STREET,528879,181740
SOUTHEND ROAD,540137,190551
JOHN PRINCE'S STREET / OXFORD CIRCUS,528941,181298
SYCAMORE GROVE,521256,169010
CAMBRIDGE AVENUE,521296,168888
TOWN LANE / ASHFORD HOSPITAL,506018,172782
SISTERS AVENUE,528020,175197
ISLINGTON TOWN HALL,531653,184294
RED LION SQUARE,530606,181815
CAMDEN GARDENS,529012,184200
PRATT STREET,529192,183883
OAKLEY SQUARE,529386,183547
CAMDEN ROAD STATION #,529233,184245
NEW CROSS BUS GARAGE,535920,176860
NEW CROSS BUS GARAGE,535880,176861
PROCTER STREET,530598,181612
BOROUGH STATION <> / GREAT DOVER STREET,532505,179652
UPMINSTER PARK ESTATE,557339,188195
LEXINGTON WAY,557470,188256
BRUNSWICK AVENUE,557429,187959
NORWOOD JUNCTION STATION #,534079,168266
ELEPHANT & CASTLE / LONDON ROAD,531850,179229
ELEPHANT & CASTLE / LONDON ROAD,531834,179249
EALING ROAD,517727,178276
HIGHGATE SCHOOL,528308,187564
BECKENHAM JUNCTION STATION # >T</ RECTORY RD,537409,169826
EALING ROAD,517951,178287
LYNDHURST AVENUE,521331,191676
YORK WAY / KINGS PLACE,530333,183567
NORTHWOOD SCHOOL,510342,190482
RAYNES PARK LIBRARY,523478,169358
GREEN LANE POST OFFICE,531814,169454
SHRUBLANDS / BRAMBLE CLOSE,537440,164867
GORSE ROAD,537471,165070
SANDERSTEAD UNITED REFORMED CHURCH,533418,161896
BROOM ROAD,537350,165192
FOREST ACADEMY,537157,165342
MOLLISON AVENUE / PONDERS END #,536182,195868
PONDERS END STATION #,536091,195906
WHITEFIELD AVENUE,531388,159403
CANONS HILL,531430,159115
CANONS HILL,531459,159066
JUTSUMS LANE,549706,188369
HENDON WAY,525128,185988
WHALEBONE LANE,548607,188110
PRIORY ROAD,513155,170124
PRIORY ROAD,513184,170033
HOLLY BUSH LANE,513074,170393
HOLLY BUSH LANE,513102,170342
PERCY ROAD,513142,170529
NIGHTINGALE ROAD,513301,171070
HAMPTON SCHOOL,513159,171178
GREAT WESTERN ROAD / ELGIN AVENUE,524798,182175
WHALEBONE LANE,548471,188099
GARDEN CLOSE,512973,171305
GARDEN COURT,512847,171467
GARDEN COURT,512817,171486
HAMPTON LANE,512437,171677
HAMPTON LANE,512478,171667
SWAN CLOSE,512271,171711
SWAN CLOSE,512262,171683
GREEN LANE,511982,171428
GREEN LANE,512004,171408
WHALEBONE LANE SOUTH,548853,186858
BEAR ROAD FLYOVER,511864,171644
TAVISTOCK ROAD,521730,183475
CHEYNE HILL,518685,168205
BURNEY AVENUE,518617,167892
BURNEY AVENUE,518624,167787
SURBITON STATION #,518019,167345
WHALEBONE LANE SOUTH,548895,186872
QUEENSWAY / PETTS WOOD STATION #,544323,167557
QUEENSWAY / PETTS WOOD STATION#,544328,167581
JERSEY DRIVE,544656,167102
JERSEY DRIVE,544620,167173
CROFTON SCHOOL,544835,166816
CROFTON SCHOOL,544836,166695
PLACE FARM AVENUE,544764,166475
PLACE FARM AVENUE,544791,166529
ST THOMAS DRIVE,544618,166126
ST THOMAS DRIVE,544605,166029
CROFTON LANE / CROFTON ROAD,544642,165852
BARNEHURST AVENUE,550232,176912
HURST ROAD,550545,176952
HURST ROAD,550435,176936
NORTHUMBERLAND WAY,550736,176967
NORTHUMBERLAND WAY,550816,176966
COLYERS WALK,551105,176892
COLYERS WALK,551056,176907
MYRTLE CLOSE,551383,176856
MYRTLE CLOSE,551484,176864
MASEFIELD CLOSE,551961,176692
MASEFIELD CLOSE,551929,176663
SLADE GREEN LIBRARY,552221,176952
SLADE GREEN LIBRARY,552226,176900
HAZEL ROAD,552434,176903
HAZEL ROAD,552421,176948
FOREST ROAD / SLADE GREEN STATION #,552267,176575
CRICKLEWOOD BROADWAY / THE CROWN,523873,185634
STH KENSINGTON STN <> / OLD BROMPTON ROAD,526879,178748
HAWLEY ROAD,528843,184303
PRATT STREET,529131,183669
ARLINGTON ROAD,528915,183607
OLD STREET STATION <>#,532713,182651
ATHLONE HOUSE,527783,187521
KENLEY ROAD,519874,169329
KENLEY ROAD,519916,169301
PINGLESTONE CLOSE,505992,176951
WANDSWORTH TOWN HALL,525855,174738
WANDSWORTH TOWN HALL,525849,174757
WANDSWORTH PLAIN,525495,174810
PINGLESTONE CLOSE,506030,176972
SUSSEX GARDENS,527121,181374
ST MARY'S HOSPITAL,526904,181336
CAMDEN TOWN STATION<> / BAYHAM STREET,529030,183834
MORNINGTON CRESCENT STATION <>,529170,183331
MORNINGTON CRESCENT STATION <>,529204,183257
JOSEPH AVENUE,520505,181243
GYPSY CORNER,520568,181853
FAIRFIELD HALLS,532598,165505
FAIRFIELD HALLS,532564,165468
CHISLEHURST WAR MEMORIAL,544392,170187
BERRIMAN ROAD,531086,186222
SOBELL CENTRE,530990,186035
HOLLOWAY ROAD,530692,185848
CALEDONIAN ROAD,530515,185729
HILLMARTON ROAD / H M PRISON HOLLOWAY,530260,185534
CAMDEN ROAD / H M PRISON HOLLOWAY,530224,185453
FREEGROVE ROAD,530399,185293
NORTH ROAD / HILLMARTON ROAD,530533,185168
THE AVENUE,510561,176772
PARKHURST ROAD / HOLLOWAY NAGS HEAD,530383,185917
TOLLINGTON ROAD / SOBELL CENTRE,530908,186053
WOODCHURCH ROAD,525427,184275
EAST FINCHLEY CEMETERY,526022,189822
EAST FINCHLEY CEMETERY,526044,189790
SIMMONS LANE,539112,193560
SIMMONS LANE,539122,193529
WHITEHALL ROAD,539057,193888
SHOREDITCH HIGH STREET STATION #,533482,182427
SHOREDITCH TOWN HALL,533325,182680
ETON ROAD,545303,185971
ETON ROAD,545298,185887
LOXFORD LANE,545174,185649
LOXFORD LANE,545199,185573
LONGBRIDGE ROAD,545256,185111
THREE FISHES,510442,168634
HENDON CENTRAL STATION <>,522867,188672
HENDON CENTRAL STATION <>,522855,188687
COCKFOSTERS ROAD,528453,195675
SOUTH PARK CRESCENT,545224,186504
SOUTH PARK CRESCENT,545242,186463
FRIMLEY ROAD,545274,186265
FRIMLEY ROAD,545301,186178
SPENCER ROAD,522958,169561
REGENT'S PARK ROAD,528257,183764
COLLIER ROW ROUNDABOUT / CLOCKHOUSE LANE,549997,191209
CROYDE AVENUE,509275,178691
CROYDE AVENUE,509246,178673
NEW CHANGE / CANNON STREET,532200,181116
POYLE ROAD,503356,176692
CHESSINGTON SOUTH STATION #,517909,163260
SHIRLEY GROVE,535440,194642
STOKE NEWINGTON HIGH ST / BROOKE ROAD,533694,186387
RECTORY ROAD / BROOKE ROAD,533879,186308
AINTREE CRESCENT,544284,190438
AINTREE CRESCENT,544271,190428
MOSSFORD LANE,544053,190499
GREAT WESTERN ROAD / HARROW ROAD,524865,182000
MOSSFORD LANE,544001,190493
RAVENSBOURNE GARDENS,543772,190582
RAVENSBOURNE GARDENS,543834,190549
COPPER BEECH CLOSE,543174,190756
MANSE ROAD,533906,186023
CALNE AVENUE,543564,190647
BASILDON AVENUE,543622,190620
LEWISHAM FIRE STATION,538085,174992
ALDGATE EAST STATION <>,533795,181307
WATERLOO STATION <> # / YORK ROAD,530910,179972
WANDSWORTH PLAIN,525494,174776
MOORFIELDS EYE HOSPITAL,532678,182747
GALPINS ROAD / LONDON ROAD,530977,168537
ROEHAMPTON LANE / DANEBURY AVENUE,522241,173860
CLAYTON ROAD,534448,176702
THE AYLESHAM CENTRE,534286,176576
THE AYLESHAM CENTRE,534173,176487
THE AYLESHAM CENTRE,534187,176547
VICTORIA STATION <>#,529030,178960
GROSVENOR GARDENS,528813,179185
WARNDON STREET,535439,178710
SURREY QUAYS STATION #,535615,178908
GOODMAYES PRIMARY SCHOOL,546722,187027
RUISLIP ROAD,513409,182638
RUISLIP ROAD,513409,182667
AVON ROAD,513339,182381
AVON ROAD,513353,182293
HANOVER PARK,534153,176617
TOLWORTH HOSPITAL,519077,165988
TOLWORTH HOSPITAL,519048,165872
DOUGLAS ROAD,518765,165754
DOUGLAS ROAD,518699,165758
MALVERN ROAD,518449,165867
MALVERN ROAD,518384,165872
BRESSENDEN PLACE,528914,179235
LOCKS LANE,528046,169684
JOHN SILKIN LANE,535852,178486
FIELDWAY,537553,163406
SCARBOROUGH ROAD,535328,194976
SCARBOROUGH ROAD,535300,195025
SHIRLEY GROVE,535414,194686
ST MARY'S ROAD,535489,194214
ST MARY'S ROAD,535516,194346
MONTAGU ROAD,535333,193932
DEANS LANE,520250,191493
EDWIN ROAD,520550,191580
EDWIN ROAD,520602,191584
GOLDBEATERS GROVE,520960,191602
GRANGE ROAD,520927,191596
LYNDHURST AVENUE,521319,191649
TANNER STREET,533693,179681
RIPPLE ROAD,546265,183653
RIPPLE ROAD,546290,183622
NORWOOD JUNCTION STATION #,534087,168289
ROYAL ALBERT HALL,526503,179630
RIEFIELD ROAD,544457,174531
HOUNSLOW BUS STATION,514391,175930
PARKWAY,528781,183568
CREEK ROAD,545713,182425
HARTLAND ROAD / CAMDEN MARKET,528557,184249
ROXETH HILL,514962,186818
HARROW PARK,515150,186940
HARROW PARK,515162,186934
HARROW SCHOOL,515343,187333
HARROW SCHOOL,515335,187292
KENTON ROAD,515589,187589
ROXETH HILL,515051,186816
COLERIDGE CRESCENT,503123,176791
WARREN STREET STATION <>,529166,182307
WARREN STREET STATION <> / EUSTON ROAD,529238,182400
SHOTFIELD,528829,163646
MIDDLETON AVENUE,547091,171154
MOUNT ROAD,526800,169441
HASLEMERE AVENUE,526591,169251
HASLEMERE AVENUE,526654,169279
MILES ROAD,526941,168839
MILES ROAD,526978,168741
FRENSHAM COURT,526493,169008
FRENSHAM COURT,526509,168952
OXTED CLOSE,526760,168826
OXTED CLOSE,526706,168826
HARROW COLLEGE,515024,191879
HARROW COLLEGE,515041,191847
HALL PLACE,527216,168638
ST PAUL'S CHURCH,535235,180778
GLAMIS PLACE,535379,180839
KING DAVID LANE,535220,180891
ST GEORGE'S TOWN HALL / SHADWELL STATION <>,534822,180912
CHESSINGTON SOUTH STATION #,517916,163273
LAMBETH BRIDGE,530242,178868
REYNOLDS AVENUE,518247,163467
REYNOLDS AVENUE,518307,163460
STOKESBY ROAD,518585,163563
HAY'S GALLERIA,533067,180199
LAMBETH BRIDGE,530257,178849
AYLESBURY STREET,531717,182242
ESMERALDA ROAD,534414,178566
ESMERALDA ROAD,534404,178539
ST JAMES'S ROAD / SOUTHWARK PARK ROAD,534409,178762
VERNEY ROAD,534485,178066
TOLWORTH BROADWAY,519584,166191
ELEPHANT & CASTLE STATION <> #,531966,178926
ELEPHANT & CASTLE STATION <> #,531963,178976
ELEPHANT & CASTLE STATION <> #,531935,178986
ELEPHANT & CASTLE STATION <> #,531938,178946
ELEPHANT & CASTLE STATION <> #,531939,178920
LONDON COLLEGE OF COMMUNICATION,531850,179075
ELEPHANT & CASTLE / NEWINGTON CAUSEWAY,531991,179210
ELEPHANT & CASTLE / NEWINGTON CAUSEWAY,532035,179267
ELEPHANT & CASTLE / NEWINGTON CAUSEWAY,532009,179193
ELEPHANT & CASTLE / NEW KENT ROAD,532081,179044
ELEPHANT & CASTLE / NEW KENT ROAD,532136,179029
MITCHAM / CRICKET GREEN,527443,168401
OXFORD STREET / JOHN LEWIS,528792,181171
NORTHOLT SWIMMING POOL,513220,184639
NORTHOLT SWIMMING POOL,513138,184628
CHARVILLE LIBRARY,509198,182960
CHARVILLE SCHOOL,509029,183164
CHARVILLE SCHOOL,509052,183150
CHARVILLE LANE ESTATE,508645,183017
ROMNEY ROAD,508735,183062
CHARVILLE LIBRARY,509249,183023
COLLIERS WOOD STATION <>,526784,170319
WOODCROFT AVENUE,521418,191643
APPLEGARTH,537682,163430
APPLEGARTH,537697,163425
THE COPPINS,537928,163634
FOXCOMBE,537907,163761
FOXCOMBE,537844,163767
NORTH WALK,537891,163997
NORTH WALK,537880,163967
CASTLE HILL SCHOOL,538256,163755
THE LINDENS,538159,163947
CASTLE HILL SCHOOL,538288,163726
OAKBANK,538184,163938
MERROW WAY,538430,163521
MERROW WAY,538397,163558
CROOKED BILLET ROUNDABOUT,537516,190837
MUSGROVE CLOSE,530641,160627
ALDGATE STATION <>,533689,181224
TURNPIKE LANE BUS STATION,531559,189620
TURNPIKE LANE BUS STATION,531558,189651
TURNPIKE LANE BUS STATION,531550,189620
MANOR PARK / GLADDING ROAD,541859,185961
HACKNEY BATHS,535096,185338
MITCHAM / CRICKET GREEN,527578,168432
MARTINS CORNER / VALENCE AVENUE,547665,185798
CEDARS AVENUE,528436,168642
GLEBE WAY,539312,165378
HAM STREET,517389,172564
HAM STREET,517335,172535
ASHBURNHAM ROAD,517258,172315
MARINER GARDENS,516949,172090
MARINER GARDENS,517008,172039
LOCK ROAD,517225,171796
LOCK ROAD,517168,171869
DYSART AVENUE,517466,171684
DYSART AVENUE,517430,171704
CLIFFORD ROAD,517911,172655
CLIFFORD ROAD,517942,172658
NORLEY VALE,522403,173202
RINGWOOD GARDENS,522359,173094
ABERCORN ROAD,524258,191278
FALCONWOOD COMMUNITY CENTRE,545457,175156
FALCONWOOD COMMUNITY CENTRE,545413,175164
FIVE ARCHES BUSINESS ESTATE,547543,170877
THE GREEN,545645,175081
BUCKINGHAM AVENUE,545315,175179
BUCKINGHAM AVENUE,545309,175138
NORTHUMBERLAND AVENUE,544971,175330
NORTHUMBERLAND AVENUE,544942,175368
MILLBROOK AVENUE,544857,175398
MILLBROOK AVENUE,544887,175403
FALCONWOOD STATION #,544635,175376
FALCONWOOD STATION #,544616,175361
WOOD GREEN BUS GARAGE,530962,190466
OLD MARYLEBONE ROAD,527306,181770
PURLEY STATION #,531438,161570
LOVE LANE,542654,191877
CROSS ROAD,542765,191783
MAIN ROAD / STATION ROAD,546102,171818
MILL HILL BROADWAY STATION #,521336,191949
MILL HILL BROADWAY STATION #,521331,191982
MILL HILL BROADWAY STATION #,521317,191984
MILL HILL BROADWAY STATION #,521339,191961
SWISS COTTAGE STATION <>,526751,184193
FINCHLEY ROAD,526607,184113
BLACKHEATH STATION #,539650,175935
NEW CHANGE / CANNON STREET,532177,181150
SHARDELOES ROAD / LEWISHAM WAY,536643,176656
SHARDELOES ROAD / LEWISHAM WAY,536677,176672
ST DONATTS ROAD,536534,176461
ST DONATTS ROAD,536540,176434
MILLMARK GROVE,536529,176045
MILLMARK GROVE,536540,176030
FOOTSCRAY ROAD / SOUTHEND CRESCENT,543436,174095
LAKE AVENUE,553914,183087
LAKE AVENUE,553933,183056
KING EDWARD AVENUE,553664,183084
BRISCOE ROAD,553512,183146
ABBEY WOOD LANE,553637,183484
THORN LANE,553721,183136
CANFIELD GARDENS / FINCHLEY ROAD STATION <>,526269,184654
FINCHLEY ROAD / COLLEGE CRESCENT,526615,184419
BELSIZE SQUARE,526832,184800
BELSIZE SQUARE,526819,184746
HAVERSTOCK HILL,527146,185125
BELSIZE AVENUE,527146,185113
PILGRIM'S LANE,526792,185559
PILGRIM'S LANE,526764,185588
HAMPSTEAD STATION <>,526450,185695
HAMPSTEAD STATION <>/ HAMPSTEAD HIGH ST,526484,185690
WHITESTONE POND / JACK STRAW'S CASTLE,526322,186200
WHITESTONE POND / JACK STRAW'S CASTLE,526281,186363
SUTTON GREEN,525747,164961
ELTHAM HIGH STREET / CHEQUERS PARADE,542770,174410
MITCHAM / LOWER GREEN,527437,168586
FAIRFAX ROAD,526440,184459
THE DRIVE,538052,189762
SHERNHALL STREET,538001,189530
SHERNHALL STREET,537968,189527
CHURCH HILL ROAD,537809,189350
CHURCH HILL ROAD,537819,189370
CHURCH HILL,537421,189246
HOE STREET,537408,189229
BELMONT PARK,538801,175253
WALTHAMSTOW MARKET,537311,189247
KING EDWARD ROAD,538149,187314
MANOR PARK,538933,175198
DOCKHEAD,533929,179627
ST MARK'S CHURCH,540351,168545
REYNOLDS ROAD,511188,182167
WELLING LIBRARY,546388,175833
ST JAMES'S ROAD,534231,179441
ACTON TOWN STATION <>,519409,179600
ACTON TOWN STATION <>,519485,179745
EALING BROADWAY STATION <> #,517891,181004
DRAYTON GREEN ROAD,516715,180490
DRAYTON GREEN ROAD,516704,180579
WEST EALING STATION #,516622,180824
WEST EALING STATION #,516653,180802
SUTHERLAND AVENUE,516573,181020
SUTHERLAND AVENUE,516517,181076
CLEVELAND ROAD,516452,181527
CLEVELAND ROAD,516422,181647
CLIFTON ROAD,514507,182241
DANE ROAD,516982,180524
DANE ROAD,516973,180508
HANWELL BROADWAY,515634,180191
TURNHAM GREEN CHURCH,520595,178501
CHISWICK POLICE STATION,521027,178513
CLIFTON GARDENS,520789,178495
BRENTFORD COUNTY COURT,517791,177528
ERNEST AVENUE,532065,171849
ALL HALLOWS CHURCH,532987,181490
GLEBE COURT,527690,168754
ST GERMANS PLACE,539957,176741
WALLINGTON STATION # / MANOR ROAD,528872,164104
HIGHFIELD ROAD,531755,193959
SUDBURY COURT ROAD,516479,186356
JAMAICA ROAD / ABBEY STREET,534009,179541
DOCKHEAD,533875,179654
MICHAEL GAYNOR CLOSE,515942,180264
WESTCOMBE HILL POLICE STATION,540212,178265
ST MARK'S CHURCH,540370,168565
FULWELL STATION #,514692,171892
CROSS ROAD,542844,191808
NORTHWICK PARK HOSPITAL,516171,187562
CHESSINGTON COMMUNITY COLLEGE,517804,163257
GREAT TITCHFIELD STREET / PHOTOGRAPHERS GALLERY,529165,181256
RUSSELL SQUARE STATION <>,530033,182042
OXFORD CIRCUS STATION <> / HAREWOOD PLACE,528897,181197
